lemma,POS,ipm,freq
нефтьче,n,"16,20005656",401
бер-бере,prn,"16,15965742",400
кораб,n,"16,15965742",400
шагыйрә,n,"16,15965742",400
бетергесез,adj,"16,11925827",399
даирә,n,"16,07885913",398
уку-укыту,n,"16,07885913",398
ант,n,"16,03845998",397
сәнәгый,adj,"16,03845998",397
тәрбияче,n,"15,99806084",396
учак,n,"15,99806084",396
шәһри,adj,"15,99806084",396
үтемле,adj,"15,9576617",395
бөтенрусия,n,"15,91726255",394
максималь,adj,"15,91726255",394
президиум,n,"15,91726255",394
аралык,n,"15,87686341",393
зарар,n,"15,87686341",393
медиа,n,"15,87686341",393
колхоз,n,"15,83646427",392
каршылыклы,adj,"15,79606512",391
ләр,n,"15,79606512",391
милләтле,adj,"15,79606512",391
мәет,n,"15,79606512",391
сәүдәгәр,n,"15,79606512",391
як,v,"15,79606512",391
күбәй,v,"15,75566598",390
комиссариат,n,"15,71526684",389
тикшерүче,n,"15,71526684",389
бәхетсезлек,n,"15,63446855",387
әлләни,adj,"15,63446855",387
демократ,n,"15,59406941",386
мониторинг,n,"15,59406941",386
ресторан,n,"15,59406941",386
активлаштыр,v,"15,55367026",385
проректор,n,"15,55367026",385
профилактик,adj,"15,55367026",385
экстремизм,n,"15,55367026",385
вәгазь,n,"15,51327112",384
нормаль,adj,"15,51327112",384
альтернатив,adj,"15,47287198",383
вокал,n,"15,47287198",383
долларлык,adj,"15,47287198",383
эфир,n,"15,47287198",383
атлы,adj,"15,43247283",382
ал,adj,"15,39207369",381
бүлмәле,adj,"15,39207369",381
символик,adj,"15,39207369",381
туен,v,"15,39207369",381
ияр,v,"15,35167454",380
кәҗә,n,"15,35167454",380
мөфтият,n,"15,35167454",380
тупас,adj,"15,35167454",380
үткәргеч,n,"15,35167454",380
мемориаль,adj,"15,3112754",379
хатирә,n,"15,3112754",379
казакъ,n,"15,27087626",378
тыйнак,adj,"15,27087626",378
яшәеш,n,"15,27087626",378
ачкыч,n,"15,23047711",377
тавык,n,"15,23047711",377
бюро,n,"15,14967883",375
илфак,n,"15,14967883",375
валюта,n,"15,06888054",373
курку,n,"15,06888054",373
муниципалитет,n,"15,06888054",373
офык,n,"15,06888054",373
гран-при,n,"15,0284814",372
ише,adj,"14,98808225",371
литр,n,"14,98808225",371
туксан,num,"14,98808225",371
эссе,adj,"14,98808225",371
биология,n,"14,94768311",370
геноцид,n,"14,94768311",370
танк,n,"14,90728397",369
тынлык,n,"14,90728397",369
анык,adj,"14,86688482",368
биеклек,n,"14,78608653",366
зыялы,adj,"14,78608653",366
унбер,num,"14,78608653",366
бастырган,adj,"14,74568739",365
бертуган,adj,"14,74568739",365
паспорт,n,"14,74568739",365
сызык,n,"14,74568739",365
бәхәсле,adj,"14,70528825",364
дәүләти,adj,"14,70528825",364
мәүлид,n,"14,70528825",364
аңлаешлы,adj,"14,6648891",363
байрак,n,"14,6648891",363
гыйбрәтле,adj,"14,6648891",363
колач,n,"14,6648891",363
социалистик,adj,"14,6648891",363
иҗатташ,n,"14,62448996",362
стиль,n,"14,62448996",362
татарстанлы,n,"14,62448996",362
террорчылык,n,"14,62448996",362
бергәләшеп,adj,"14,58409082",361
карт,adj,"14,58409082",361
тематик,adj,"14,58409082",361
йөреш,n,"14,54369167",360
календарь,n,"14,54369167",360
океан,n,"14,54369167",360
сәгатьлек,adj,"14,54369167",360
тотык,n,"14,54369167",360
археологик,adj,"14,50329253",359
борчу,n,"14,50329253",359
бәрабәренә,post,"14,50329253",359
күчеш,n,"14,50329253",359
чап,v,"14,50329253",359
атнакич,n,"14,46289339",358
кыргый,adj,"14,46289339",358
күптөрле,adj,"14,46289339",358
м,abbr,"14,46289339",358
мастер,n,"14,46289339",358
сал,n,"14,46289339",358
төзек,adj,"14,46289339",358
мәңге,adv,"14,42249424",357
хакимлек,n,"14,42249424",357
динамик,adj,"14,3820951",356
прибор,n,"14,3820951",356
миллионлаган,det,"14,34169596",355
катлам,n,"14,30129681",354
татарча,n,"14,30129681",354
беркайда,adv,"14,26089767",353
бермә-бер,adv,"14,22049853",352
был,n,"14,22049853",352
редактор,n,"14,22049853",352
тол,n,"14,18009938",351
аренда,n,"14,13970024",350
башлыча,adv,"14,13970024",350
стационар,adj,"14,13970024",350
ура,v,"14,13970024",350
илгизәр,n,"14,09930109",349
квота,n,"14,09930109",349
фамилия,n,"14,09930109",349
чиген,v,"14,09930109",349
шатлан,v,"14,09930109",349
елмай,v,"14,05890195",348
кошчылык,n,"14,05890195",348
локомотив,n,"14,05890195",348
методика,n,"14,05890195",348
элита,n,"14,05890195",348
Әл-Каидә,np,"14,01850281",347
конструктив,adj,"13,97810366",346
сыйдырышлы,adj,"13,97810366",346
әмир,n,"13,97810366",346
гомумроссия,adj,"13,93770452",345
легендар,adj,"13,93770452",345
бәрел,v,"13,89730538",344
имам-хатыйб,n,"13,89730538",344
минераль,adj,"13,89730538",344
тетрә,v,"13,89730538",344
түз,v,"13,89730538",344
көнүзәк,adj,"13,85690623",343
венчур,n,"13,81650709",342
ур,v,"13,81650709",342
экспорт,n,"13,81650709",342
эстафета,n,"13,81650709",342
җәй,v,"13,81650709",342
кайна,v,"13,77610795",341
стажировка,n,"13,7357088",340
труппа,n,"13,7357088",340
мохтарият,n,"13,69530966",339
сөрген,n,"13,69530966",339
төрен,v,"13,69530966",339
алка,n,"13,65491052",338
губерна,n,"13,61451137",337
квартал,n,"13,61451137",337
популярлык,n,"13,61451137",337
интерактив,adj,"13,57411223",336
мотор,n,"13,57411223",336
мәрхүм,n,"13,57411223",336
стандарт,adj,"13,57411223",336
түгәрәк,n,"13,57411223",336
актер,n,"13,53371309",335
йокла,v,"13,53371309",335
рәхәт,adj,"13,53371309",335
казанлы,n,"13,49331394",334
әсбап,n,"13,4529148",333
мир,n,"13,41251565",332
фабрика,n,"13,41251565",332
озакламый,adv,"13,37211651",331
аналитик,adj,"13,33171737",330
япон,n,"13,33171737",330
грамм,n,"13,29131822",329
йол,v,"13,29131822",329
нечкә,adj,"13,29131822",329
планлы,adj,"13,29131822",329
ризалык,n,"13,29131822",329
якынайт,v,"13,29131822",329
азчылык,n,"13,25091908",328
ачылыш,n,"13,25091908",328
игенчелек,n,"13,25091908",328
теория,n,"13,25091908",328
хаҗи,n,"13,25091908",328
абзый,n,"13,21051994",327
аваз,n,"13,21051994",327
бусага,n,"13,21051994",327
консультация,n,"13,21051994",327
милләттәш,n,"13,21051994",327
сурәт,n,"13,21051994",327
аек,v,"13,17012079",326
бертигез,adv,"13,17012079",326
күк,n,"13,17012079",326
резеда,adj,"13,17012079",326
мыни,qst,"13,12972165",325
фәлестин,n,"13,12972165",325
вирус,n,"13,08932251",324
күпкырлы,adj,"13,08932251",324
продукт,n,"13,08932251",324
тәфсиллә,v,"13,08932251",324
канализация,n,"13,04892336",323
комсомол,n,"13,04892336",323
җитү,adj,"13,04892336",323
үч,n,"13,04892336",323
вакансия,n,"13,00852422",322
нугай,n,"13,00852422",322
ялын,v,"13,00852422",322
карак,n,"12,96812508",321
кирпеч,n,"12,96812508",321
кызын,v,"12,96812508",321
пыяла,n,"12,96812508",321
шартнамә,n,"12,96812508",321
өстәмә,n,"12,96812508",321
инвестиция-венчур,n,"12,92772593",320
климат,n,"12,92772593",320
лицей,n,"12,92772593",320
хәтерлә,v,"12,92772593",320
оят,n,"12,84692765",318
хәзинә,n,"12,84692765",318
автономияле,adj,"12,8065285",317
раштуа,n,"12,8065285",317
сугышчан,adj,"12,8065285",317
чиктәш,adj,"12,8065285",317
Җәмил,np,"12,8065285",317
акрын,adj,"12,76612936",316
кануни,adj,"12,76612936",316
координация,n,"12,76612936",316
санаулы,adj,"12,76612936",316
тоз,n,"12,76612936",316
бил,n,"12,72573021",315
географик,adj,"12,60453278",312
потенциаль,adj,"12,60453278",312
рухлы,adj,"12,60453278",312
стипендия,n,"12,60453278",312
җинаятьчелек,n,"12,60453278",312
олыла,v,"12,56413364",311
сылтау,n,"12,56413364",311
теоретик,adj,"12,56413364",311
резерв,n,"12,5237345",310
үзгә,adj,"12,5237345",310
һәвәскәр,n,"12,5237345",310
пластик,n,"12,48333535",309
тариф,n,"12,48333535",309
фәлсәфи,adj,"12,48333535",309
виртуаль,adj,"12,44293621",308
зенит,n,"12,44293621",308
иш,v,"12,44293621",308
солых,n,"12,44293621",308
хирургия,n,"12,44293621",308
бор,v,"12,40253707",307
босния,n,"12,40253707",307
жанр,n,"12,40253707",307
коалиция,n,"12,40253707",307
мәгънәле,adj,"12,40253707",307
сакчыл,adj,"12,40253707",307
әйтмешли,adv,"12,40253707",307
автомат,n,"12,36213792",306
гает,n,"12,36213792",306
исбат,n,"12,36213792",306
күтәренке,adj,"12,36213792",306
стил,n,"12,36213792",306
кышын,adj,"12,32173878",305
тәрҗемәче,n,"12,32173878",305
яулык,n,"12,32173878",305
һәммә,det,"12,32173878",305
альбом,n,"12,28133964",304
кабаттан,adv,"12,28133964",304
параллель,n,"12,28133964",304
сугар,v,"12,28133964",304
фин,n,"12,28133964",304
фото,n,"12,28133964",304
тоткарлык,n,"12,24094049",303
бразилия,n,"12,20054135",302
контракт,n,"12,1601422",301
мескен,adj,"12,1601422",301
умырзая,n,"12,1601422",301
билгеләүче,n,"12,11974306",300
прививка,n,"12,11974306",300
революция,n,"12,11974306",300
режим,n,"12,11974306",300
так,v,"12,11974306",300
янәдән,adv,"12,11974306",300
бервакытта,adv,"12,07934392",299
запас,n,"12,07934392",299
кадастр,n,"12,07934392",299
уран,n,"12,07934392",299
ярар,ij,"12,07934392",299
см,abbr,"12,03894477",298
алайса,adv,"11,99854563",297
рада,n,"11,99854563",297
җиләк-җимеш,n,"11,99854563",297
юлдаш,n,"11,95814649",296
Җәмилев,np,"11,91774734",295
җайлы,adj,"11,91774734",295
надан,adj,"11,8773482",294
республикакүләм,adj,"11,8773482",294
сабырлык,n,"11,8773482",294
диск,n,"11,83694906",293
көтү,n,"11,83694906",293
пан,n,"11,83694906",293
радикал,n,"11,83694906",293
урынсыз,adj,"11,83694906",293
этномәдәни,adj,"11,83694906",293
алгарыш,n,"11,79654991",292
гаепсез,adj,"11,79654991",292
секция,n,"11,79654991",292
утлы,adj,"11,75615077",291
арена,n,"11,71575163",290
патриарх,n,"11,71575163",290
цех,n,"11,71575163",290
имгән,v,"11,67535248",289
кадер,n,"11,67535248",289
кафе,n,"11,67535248",289
приз,n,"11,67535248",289
универсаль,adj,"11,67535248",289
ачы,adj,"11,63495334",288
икенчел,adj,"11,63495334",288
күптәнге,adj,"11,63495334",288
мәһабәт,adj,"11,63495334",288
ошбу,det,"11,63495334",288
сабыр,adj,"11,63495334",288
уңайсыз,adj,"11,63495334",288
алма,n,"11,5945542",287
диагностика,n,"11,5945542",287
мода,n,"11,5945542",287
цивилизация,n,"11,5945542",287
калфак,n,"11,55415505",286
мохтәрият,n,"11,55415505",286
туберкулез,n,"11,55415505",286
битлек,n,"11,51375591",285
информатика,n,"11,51375591",285
сагын,v,"11,51375591",285
биологик,adj,"11,47335676",284
күмер,n,"11,43295762",283
радикаль,adj,"11,43295762",283
төтен,n,"11,43295762",283
энциклопедия,n,"11,43295762",283
милләтче,n,"11,39255848",282
мохтаҗ,n,"11,39255848",282
ярлы,adj,"11,39255848",282
башкортча,adv,"11,35215933",281
данлы,adj,"11,31176019",280
карьера,n,"11,31176019",280
ресурс,n,"11,31176019",280
уйнаучы,n,"11,31176019",280
Әхәт,np,"11,31176019",280
алдау,adj,"11,27136105",279
бабич,n,"11,27136105",279
номер,n,"11,27136105",279
онкология,n,"11,27136105",279
унбиш,num,"11,27136105",279
хәйран,adj,"11,27136105",279
юрист,n,"11,27136105",279
гвардия,n,"11,2309619",278
крокодил,n,"11,2309619",278
уңышсыз,adj,"11,2309619",278
формаль,adj,"11,2309619",278
бәләкәч,adj,"11,19056276",277
диссертация,n,"11,19056276",277
зират,n,"11,19056276",277
корпус,n,"11,19056276",277
подряд,n,"11,19056276",277
аерылгысыз,adj,"11,15016362",276
бертөрле,adj,"11,15016362",276
даирә,np,"11,15016362",276
ишетү,n,"11,15016362",276
соры,adj,"11,15016362",276
училище,n,"11,15016362",276
хаким,n,"11,15016362",276
канәгатьлек,n,"11,10976447",275
шаһит,n,"11,10976447",275
капчык,n,"11,06936533",274
караңгы,adj,"11,06936533",274
актив,n,"11,02896619",273
белешмәләр,adj,"11,02896619",273
билбау,n,"11,02896619",273
дәвамлы,adj,"11,02896619",273
нан,n,"11,02896619",273
онкологик,adj,"11,02896619",273
грек,n,"10,98856704",272
ташлама,n,"10,98856704",272
кичектер,v,"10,9481679",271
тибындагы,post,"10,9481679",271
төгәллә,v,"10,9481679",271
эпидемия,n,"10,9481679",271
үсү,n,"10,9481679",271
әсир,n,"10,9481679",271
гимнастика,n,"10,90776876",270
конституцион,adj,"10,90776876",270
таулы,adj,"10,90776876",270
чаң,n,"10,90776876",270
такси,n,"10,86736961",269
координацияләү,n,"10,82697047",268
сылтама,n,"10,82697047",268
әледән-әле,adv,"10,82697047",268
рейс,n,"10,78657132",267
т,ltr,"10,78657132",267
чат,n,"10,78657132",267
ибн,n,"10,74617218",266
тәкъвим,n,"10,74617218",266
чакырт,v,"10,74617218",266
грузин,n,"10,70577304",265
коллега,n,"10,70577304",265
мордва,n,"10,70577304",265
мөлкәт,n,"10,70577304",265
балта,n,"10,66537389",264
дәртле,adj,"10,66537389",264
сенаж,n,"10,66537389",264
хәким,n,"10,66537389",264
яшәр,v,"10,66537389",264
өске,adj,"10,66537389",264
арзанлы,adj,"10,62497475",263
инглизчә,adv,"10,62497475",263
казна,n,"10,62497475",263
камера,n,"10,62497475",263
онлайн,n,"10,62497475",263
президентлык,adj,"10,62497475",263
таркал,v,"10,62497475",263
өзлексез,adj,"10,62497475",263
качак,n,"10,58457561",262
кырын,v,"10,58457561",262
сөйләм,n,"10,58457561",262
утын,n,"10,58457561",262
ярославль,n,"10,58457561",262
менеджер,n,"10,54417646",261
проза,n,"10,54417646",261
бин,n,"10,50377732",260
зәгыйфь,adj,"10,50377732",260
җинаятьче,n,"10,50377732",260
аръяк,n,"10,46337818",259
буша,v,"10,46337818",259
рекорд,n,"10,46337818",259
хыянәт,n,"10,46337818",259
бизәк,n,"10,42297903",258
инженерлык,adj,"10,42297903",258
көзен,adj,"10,42297903",258
практик,adj,"10,42297903",258
яңгыраш,n,"10,42297903",258
арыш,n,"10,38257989",257
кызган,v,"10,38257989",257
үпкә,n,"10,38257989",257
әүвәл,adj,"10,38257989",257
тәре,n,"10,34218075",256
чәк-чәк,n,"10,34218075",256
әлегәчә,adv,"10,34218075",256
алда,v,"10,3017816",255
индивидуаль,adj,"10,3017816",255
ифрат,adv,"10,3017816",255
лизинг,n,"10,3017816",255
структур,adj,"10,3017816",255
хуп,adj,"10,3017816",255
эксперимент,n,"10,3017816",255
авиакомпания,n,"10,26138246",254
азамат,adj,"10,26138246",254
вәгазьлә,v,"10,26138246",254
испан,n,"10,26138246",254
психик,adj,"10,26138246",254
сессия,n,"10,26138246",254
явым-төшем,n,"10,26138246",254
җылы,n,"10,26138246",254
белоруссия,n,"10,22098332",253
бәла-каза,n,"10,22098332",253
горур,adj,"10,22098332",253
очучы,n,"10,22098332",253
хушлаш,v,"10,22098332",253
амур,n,"10,18058417",252
атау,adj,"10,18058417",252
суган,n,"10,18058417",252
тукталыш,n,"10,18058417",252
инфляция,n,"10,14018503",251
репрессия,n,"10,14018503",251
самолет,n,"10,14018503",251
ач,adj,"10,09978588",250
герой,n,"10,09978588",250
диагноз,n,"10,09978588",250
реакция,n,"10,09978588",250
кояшлы,adj,"10,05938674",249
монгол,n,"10,05938674",249
сертификатла,v,"10,05938674",249
сыен,v,"10,05938674",249
ямь,n,"10,05938674",249
версия,n,"10,0189876",248
индус,n,"10,0189876",248
шыгрым,adv,"10,0189876",248
виктория,n,"9,978588454",247
кон,n,"9,978588454",247
тәэминат,n,"9,978588454",247
яу,n,"9,978588454",247
Әнәс,np,"9,978588454",247
әкрен,adj,"9,978588454",247
алмаш,n,"9,93818931",246
дека,n,"9,93818931",246
көл,v,"9,93818931",246
пилот,n,"9,93818931",246
тугрылык,n,"9,93818931",246
тәртипле,adj,"9,93818931",246
шәҗәрә,n,"9,93818931",246
язын,adj,"9,93818931",246
принципиаль,adj,"9,897790167",245
чибәр,adj,"9,897790167",245
ват,v,"9,857391023",244
маркетинг,n,"9,857391023",244
нигезле,adj,"9,857391023",244
сөйләвенчә,adv,"9,857391023",244
тынгысыз,n,"9,857391023",244
хөкемдар,n,"9,857391023",244
бераздан,adv,"9,81699188",243
Һади,np,"9,81699188",243
авторлык,n,"9,776592736",242
кат-кат,adj,"9,776592736",242
күп балалы,adj,"9,776592736",242
судья,n,"9,776592736",242
буразна,n,"9,736193593",241
төлек,n,"9,736193593",241
төшке,adj,"9,736193593",241
факультатив,adj,"9,736193593",241
юмор,n,"9,736193593",241
материаль,adj,"9,695794449",240
протокол,n,"9,695794449",240
сувенир,n,"9,695794449",240
тәүбә,n,"9,695794449",240
багдад,n,"9,655395306",239
кукуруз,n,"9,655395306",239
офис,n,"9,655395306",239
перспектив,adj,"9,655395306",239
тамга,n,"9,655395306",239
троллейбус,n,"9,655395306",239
тәфсилле,adj,"9,655395306",239
авангард,n,"9,614996162",238
агулы,adj,"9,614996162",238
биюче,n,"9,614996162",238
коммунист,n,"9,614996162",238
оч,n,"9,614996162",238
теш,n,"9,614996162",238
триллион,num,"9,614996162",238
блог,n,"9,574597019",237
суверенитет,n,"9,574597019",237
җәмәгать,n,"9,574597019",237
иярчен,n,"9,534197875",236
ярату,n,"9,534197875",236
агроном,n,"9,493798731",235
вазифа,n,"9,493798731",235
вакцина,n,"9,493798731",235
кабилә,n,"9,493798731",235
оппозицион,adj,"9,493798731",235
сенатор,n,"9,493798731",235
шофер,n,"9,493798731",235
ашат,v,"9,453399588",234
исән-сау,adj,"9,453399588",234
полковник,n,"9,453399588",234
суктыр,v,"9,453399588",234
анализла,v,"9,413000444",233
гомумшәһәр,n,"9,413000444",233
иманлы,adj,"9,413000444",233
сценарий,n,"9,413000444",233
экстремист,n,"9,413000444",233
алмагач,n,"9,372601301",232
госманлы,n,"9,372601301",232
ек,v,"9,372601301",232
фетнә,n,"9,372601301",232
хуҗабикә,n,"9,372601301",232
ахыргача,adv,"9,332202157",231
гарантия,n,"9,332202157",231
каен,n,"9,332202157",231
квалификация,n,"9,332202157",231
идеологик,adj,"9,291803014",230
казак,n,"9,291803014",230
курган,n,"9,291803014",230
мәгърифәтче,n,"9,291803014",230
уҗым,n,"9,291803014",230
чирек,n,"9,291803014",230
яхшылык,n,"9,291803014",230
кайчак,adj,"9,25140387",229
компонент,n,"9,25140387",229
психолог,n,"9,25140387",229
сайлаучы,n,"9,25140387",229
секунд,n,"9,25140387",229
чал,v,"9,25140387",229
шайтан,n,"9,25140387",229
милади,adj,"9,211004727",228
сөекле,adj,"9,211004727",228
калын,adj,"9,170605583",227
магистраль,n,"9,170605583",227
турист,n,"9,170605583",227
тыңлаучы,n,"9,170605583",227
тәгаенлә,v,"9,170605583",227
фундаменталь,adj,"9,170605583",227
хикмәт,n,"9,170605583",227
һәрьяклап,adv,"9,170605583",227
аксакал,n,"9,13020644",226
бәләкәй,adj,"9,13020644",226
кулланма,n,"9,13020644",226
мөнәҗәт,n,"9,13020644",226
өяз,n,"9,13020644",226
вьетнам,n,"9,089807296",225
давыл,n,"9,089807296",225
устав,n,"9,089807296",225
чәчүлек,n,"9,089807296",225
бораула,v,"9,049408153",224
депутатлык,n,"9,049408153",224
дошманлык,n,"9,049408153",224
зыянлы,adj,"9,049408153",224
к.,abbr,"9,049408153",224
концепция,n,"9,049408153",224
кәбестә,n,"9,049408153",224
көлке,n,"9,049408153",224
нурланыш,n,"9,049408153",224
тасма,n,"9,049408153",224
индустрия,n,"9,009009009",223
төзәтмә,n,"9,009009009",223
мөхтәрәм,adj,"8,968609865",222
партнер,n,"8,968609865",222
федератив,adj,"8,968609865",222
бокс,n,"8,887811578",220
гимн,n,"8,887811578",220
кадәрле,post,"8,887811578",220
кишер,n,"8,887811578",220
кораллан,v,"8,887811578",220
мораль,adj,"8,887811578",220
ныгы,v,"8,887811578",220
рапс,n,"8,887811578",220
салам,n,"8,887811578",220
түземсезлек,n,"8,887811578",220
укымышлы,adj,"8,887811578",220
арпа,n,"8,847412435",219
дистанцион,adj,"8,847412435",219
сигнал,n,"8,847412435",219
судно,n,"8,847412435",219
таҗик,n,"8,847412435",219
флот,n,"8,847412435",219
чернобыль,n,"8,847412435",219
үзаң,n,"8,847412435",219
ачыш,n,"8,807013291",218
кисү,adj,"8,807013291",218
смена,n,"8,807013291",218
туктаусыз,adv,"8,807013291",218
ас,n,"8,766614148",217
махсуслашкан,adj,"8,766614148",217
фигуралы,adj,"8,766614148",217
атналык,n,"8,726215004",216
ахрысы,ij,"8,726215004",216
кыңгырау,n,"8,726215004",216
күтәрелеш,n,"8,726215004",216
хәрефлә,v,"8,726215004",216
цирк,n,"8,726215004",216
гармун,n,"8,685815861",215
елан,n,"8,685815861",215
кадет,n,"8,685815861",215
морат,n,"8,685815861",215
тәэсирле,adj,"8,685815861",215
өлешләп,adv,"8,685815861",215
майлы,adj,"8,645416717",214
нефтехимия,n,"8,645416717",214
тентү,n,"8,645416717",214
җиң,n,"8,645416717",214
ахры,ij,"8,605017574",213
икеле,adv,"8,605017574",213
көнбагыш,n,"8,605017574",213
серле,adj,"8,605017574",213
атмосфера,n,"8,56461843",212
зирәк,adj,"8,56461843",212
фәлсәфә,n,"8,56461843",212
аптыра,v,"8,524219287",211
героин,n,"8,524219287",211
дим,n,"8,524219287",211
предмет,n,"8,524219287",211
ышану,n,"8,524219287",211
золым,n,"8,483820143",210
киен,v,"8,483820143",210
рейд,n,"8,483820143",210
унике,num,"8,483820143",210
арткы,adj,"8,443420999",209
лидерлык,n,"8,443420999",209
отставка,n,"8,443420999",209
социология,n,"8,443420999",209
шәл,n,"8,443420999",209
яхшыр,v,"8,443420999",209
Әминә,np,"8,443420999",209
инициатива,n,"8,403021856",208
күн,n,"8,403021856",208
нәселле,adj,"8,403021856",208
сортлы,adj,"8,403021856",208
транзит,n,"8,403021856",208
өзек,n,"8,403021856",208
кызык,n,"8,362622712",207
поляк,n,"8,362622712",207
риф,n,"8,362622712",207
сүлпән,adj,"8,362622712",207
урак,n,"8,362622712",207
форсат,n,"8,362622712",207
колониаль,adj,"8,322223569",206
тирә-як,n,"8,322223569",206
ялкын,n,"8,322223569",206
җиңеләйт,v,"8,322223569",206
игелек,n,"8,281824425",205
хәйриячелек,n,"8,281824425",205
ялкынлы,adj,"8,281824425",205
авыручы,n,"8,241425282",204
бакчачылык,n,"8,241425282",204
гражданин,n,"8,241425282",204
калининград,n,"8,241425282",204
шаян,adj,"8,241425282",204
дым,n,"8,201026138",203
логистика,n,"8,201026138",203
профиль,n,"8,201026138",203
эрет,v,"8,201026138",203
үрлә,v,"8,201026138",203
һәрвакыттагыча,adv,"8,201026138",203
әр,n,"8,201026138",203
галимә,n,"8,160626995",202
дер,ideo,"8,160626995",202
Җамалетдинов,np,"8,160626995",202
аркадий,n,"8,120227851",201
ашханә,n,"8,120227851",201
аңлы,adj,"8,120227851",201
интервью,n,"8,120227851",201
йөрәкле,adj,"8,120227851",201
күпләгән,det,"8,120227851",201
агитация,n,"8,079828708",200
буран,n,"8,079828708",200
милиционер,n,"8,079828708",200
органик,adj,"8,079828708",200
спутник,n,"8,079828708",200
шоу,n,"8,079828708",200
ю,v,"8,079828708",200
статистик,adj,"8,039429564",199
әмер,n,"8,039429564",199
бойкот,n,"7,999030421",198
кондитер,n,"7,999030421",198
шома,adj,"7,999030421",198
атакай,n,"7,958631277",197
ашкын,v,"7,958631277",197
кием-салым,n,"7,958631277",197
Җәмилә,np,"7,958631277",197
ләбаса,mod_ass,"7,918232133",196
сәнгати,adj,"7,918232133",196
җимерек,n,"7,918232133",196
ары,post,"7,87783299",195
бозау,n,"7,87783299",195
гомерлек,adj,"7,87783299",195
металлург,n,"7,87783299",195
оригиналь,n,"7,87783299",195
парла,v,"7,87783299",195
Әстерхан,np,"7,87783299",195
атом-төш,adj,"7,837433846",194
башлы,adj,"7,837433846",194
динар,n,"7,837433846",194
конфессия,n,"7,837433846",194
могҗиза,n,"7,837433846",194
мы,qst,"7,837433846",194
сүзлек,n,"7,837433846",194
ташкын,n,"7,837433846",194
тирәли,adj,"7,837433846",194
алмашынучан,adj,"7,797034703",193
аянычлы,adj,"7,797034703",193
мөкиббән,adj,"7,797034703",193
пособие,n,"7,797034703",193
терапия,n,"7,797034703",193
артиллерия,n,"7,756635559",192
гафаров,n,"7,756635559",192
коммуникация,n,"7,756635559",192
роспотребнадзор,n,"7,756635559",192
актриса,n,"7,716236416",191
дөге,n,"7,716236416",191
ефәк,n,"7,716236416",191
казах,n,"7,716236416",191
кандидатлык,n,"7,716236416",191
эчкерсез,adj,"7,716236416",191
битарафлык,n,"7,675837272",190
бәла,n,"7,675837272",190
марш,n,"7,675837272",190
мэрия,n,"7,675837272",190
полиэтилен,n,"7,675837272",190
репертуар,n,"7,675837272",190
славян,n,"7,675837272",190
хәтәр,adj,"7,675837272",190
шелтә,n,"7,675837272",190
яшьлек,n,"7,675837272",190
гөнаһ,n,"7,635438129",189
камыр,n,"7,635438129",189
чүплек,n,"7,635438129",189
шешә,n,"7,635438129",189
азан,n,"7,595038985",188
балачак,n,"7,595038985",188
коммерсант,n,"7,595038985",188
легаль,adj,"7,595038985",188
психология,n,"7,595038985",188
сакчы,n,"7,595038985",188
синтетик,adj,"7,595038985",188
чисталык,n,"7,595038985",188
бел,v,"7,554639842",187
бетон,n,"7,554639842",187
волонтер,n,"7,554639842",187
докторлык,adj,"7,554639842",187
идән,n,"7,554639842",187
итальян,n,"7,554639842",187
канцлер,n,"7,554639842",187
күплек,n,"7,554639842",187
мәрхәмәтле,adj,"7,554639842",187
мөстәкыйльлек,n,"7,554639842",187
асра,v,"7,514240698",186
борылыш,n,"7,514240698",186
вокаль,adj,"7,514240698",186
йокы,n,"7,514240698",186
костюм,n,"7,514240698",186
мунча,n,"7,514240698",186
персонал,n,"7,514240698",186
фотосурәт,n,"7,514240698",186
аспирант,n,"7,473841555",185
дәү,adj,"7,473841555",185
кабель,n,"7,473841555",185
католик,n,"7,473841555",185
күпкатлы,adj,"7,473841555",185
мм,abbr,"7,473841555",185
модернизация,n,"7,473841555",185
скважина,n,"7,473841555",185
сыек,adj,"7,473841555",185
сыйдыр,v,"7,473841555",185
җәнҗал,n,"7,473841555",185
кинотеатр,n,"7,433442411",184
киңәшләш,v,"7,433442411",184
лирик,adj,"7,433442411",184
мөмкинчелек,n,"7,433442411",184
провокация,n,"7,433442411",184
публицист,n,"7,433442411",184
ярма,n,"7,433442411",184
аттестация,n,"7,393043267",183
баллы,adj,"7,393043267",183
бөре,n,"7,393043267",183
ветеринар,n,"7,393043267",183
реанимация,n,"7,393043267",183
төрт,v,"7,393043267",183
үткен,adj,"7,393043267",183
Әнисә,np,"7,393043267",183
гап-гади,adj,"7,352644124",182
ихтыяр,n,"7,352644124",182
казылык,n,"7,352644124",182
композиция,n,"7,352644124",182
хроник,n,"7,352644124",182
ыгы-зыгы,n,"7,352644124",182
әрәм,adj,"7,352644124",182
агарт,v,"7,31224498",181
бая,adv,"7,31224498",181
гол,n,"7,31224498",181
күлмәк,n,"7,31224498",181
попечитель,n,"7,31224498",181
сатлык,adj,"7,31224498",181
театраль,adj,"7,31224498",181
террорчы,n,"7,31224498",181
фельдшер-акушерлык,n,"7,31224498",181
фермерлык,n,"7,31224498",181
яртылаш,adv,"7,31224498",181
ау,n,"7,271845837",180
микрофон,n,"7,271845837",180
розалия,n,"7,271845837",180
