lemma,POS,freq,ipm
гыйффәт,n,203,"1,75"
жандарм,n,203,"1,75"
климатик,adj,203,"1,75"
кышлык,n,203,"1,75"
пекарня,n,203,"1,75"
политолог,n,203,"1,75"
рюмка,n,203,"1,75"
стационар,n,203,"1,75"
белдекле,adj,202,"1,74137931"
билгеләнүенчә,adv,202,"1,74137931"
дипломатия,n,202,"1,74137931"
каравылла,v,202,"1,74137931"
кон,n,202,"1,74137931"
көтепханә,n,202,"1,74137931"
сумала,n,202,"1,74137931"
адаптация,n,201,"1,732758621"
артезиан,adj,201,"1,732758621"
приказчик,n,201,"1,732758621"
чаптыр,v,201,"1,732758621"
чил,n,201,"1,732758621"
чирканчык,n,201,"1,732758621"
чордаш,n,201,"1,732758621"
йокысызлык,n,200,"1,724137931"
йомычка,n,200,"1,724137931"
калта,n,200,"1,724137931"
кондыз,n,200,"1,724137931"
контролер,n,200,"1,724137931"
ксенофобия,n,200,"1,724137931"
маэстро,n,200,"1,724137931"
микроорганизм,n,200,"1,724137931"
санитарка,n,200,"1,724137931"
сәяхәтнамә,n,200,"1,724137931"
уклау,n,200,"1,724137931"
ультратавыш,n,200,"1,724137931"
большевистик,adj,199,"1,715517241"
бүкән,n,199,"1,715517241"
виләят,n,199,"1,715517241"
газәл,n,199,"1,715517241"
макулатура,n,199,"1,715517241"
сакчыллык,n,199,"1,715517241"
суүсем,n,199,"1,715517241"
тач,ideo,199,"1,715517241"
фәхеш,n,199,"1,715517241"
шоңкар,n,199,"1,715517241"
экскаватор,n,199,"1,715517241"
лейкоз,n,198,"1,706896552"
меридиан,n,198,"1,706896552"
озынборын,n,198,"1,706896552"
эстон,n,198,"1,706896552"
антология,n,197,"1,698275862"
бекон,n,197,"1,698275862"
дама,n,197,"1,698275862"
диссидент,n,197,"1,698275862"
мактаныч,n,197,"1,698275862"
никотин,n,197,"1,698275862"
паром,n,197,"1,698275862"
фашистик,adj,197,"1,698275862"
хосусан,adj,197,"1,698275862"
шовинизм,n,197,"1,698275862"
штанга,n,197,"1,698275862"
яраксызлык,n,197,"1,698275862"
гашиш,n,196,"1,689655172"
госел,n,196,"1,689655172"
елкы,n,196,"1,689655172"
иләс,adj,196,"1,689655172"
катер,n,196,"1,689655172"
катлаулылык,n,196,"1,689655172"
кети,n,196,"1,689655172"
кибернетика,n,196,"1,689655172"
курьер,n,196,"1,689655172"
ләгән,n,196,"1,689655172"
соргылт,adj,196,"1,689655172"
сызгала,v,196,"1,689655172"
шапшак,adj,196,"1,689655172"
җыерыл,v,196,"1,689655172"
аянычлы,n,195,"1,681034483"
балерина,n,195,"1,681034483"
гөрелте,n,195,"1,681034483"
каган,n,195,"1,681034483"
күкертле,adj,195,"1,681034483"
носилка,n,195,"1,681034483"
отделение,n,195,"1,681034483"
респиратор,n,195,"1,681034483"
рояль,n,195,"1,681034483"
сыену урыны,n,195,"1,681034483"
дисәтинә,n,194,"1,672413793"
запрос,n,194,"1,672413793"
кән,n,194,"1,672413793"
мат,n,194,"1,672413793"
сценарист,n,194,"1,672413793"
ялгызак,n,194,"1,672413793"
агитатор,n,193,"1,663793103"
ботаника,n,193,"1,663793103"
буржуазия,n,193,"1,663793103"
быргы,n,193,"1,663793103"
бөтенхалык,n,193,"1,663793103"
гелән,adj,193,"1,663793103"
интизар,n,193,"1,663793103"
криминалистика,n,193,"1,663793103"
обелиск,n,193,"1,663793103"
пәрәнҗә,n,193,"1,663793103"
тигәнәк,n,193,"1,663793103"
тынычсызлан,v,193,"1,663793103"
фабрикант,n,193,"1,663793103"
чиркәс,n,193,"1,663793103"
әх,ij,193,"1,663793103"
абрек,n,192,"1,655172414"
альфа,n,192,"1,655172414"
йоктыручы,n,192,"1,655172414"
кинофильм,n,192,"1,655172414"
куанычлы,adj,192,"1,655172414"
пропорциональ,adj,192,"1,655172414"
стоматолог,n,192,"1,655172414"
субвенция,n,192,"1,655172414"
агымсу,n,191,"1,646551724"
алкаш,n,191,"1,646551724"
бостон,n,191,"1,646551724"
галимов,n,191,"1,646551724"
десантчы,n,191,"1,646551724"
ихтыяри,adj,191,"1,646551724"
иҗекле,adj,191,"1,646551724"
комсызлан,v,191,"1,646551724"
миһербан,n,191,"1,646551724"
парадокс,n,191,"1,646551724"
пу,ideo,191,"1,646551724"
сертификация,n,191,"1,646551724"
сыбызгы,n,191,"1,646551724"
табышмак,n,191,"1,646551724"
фанер,n,191,"1,646551724"
чапрак,n,191,"1,646551724"
анимация,n,190,"1,637931034"
кузгалак,n,190,"1,637931034"
лау,ideo,190,"1,637931034"
мескенлек,n,190,"1,637931034"
сайлат,v,190,"1,637931034"
чытырда,v,190,"1,637931034"
акрын-акрын,adv,189,"1,629310345"
афиша,n,189,"1,629310345"
бакалавриат,n,189,"1,629310345"
наркоз,n,189,"1,629310345"
опекун,n,189,"1,629310345"
хәлле,adj,189,"1,629310345"
яшеллән,v,189,"1,629310345"
үзмаксат,n,189,"1,629310345"
әфсен,n,189,"1,629310345"
андерсен,n,188,"1,620689655"
бәяле,adj,188,"1,620689655"
гөр,n,188,"1,620689655"
икърар,n,188,"1,620689655"
монолит,n,188,"1,620689655"
психоневрология,n,188,"1,620689655"
тагыл,v,188,"1,620689655"
чәрдәклә,v,188,"1,620689655"
элпә,n,188,"1,620689655"
абхаз,n,187,"1,612068966"
ашап ал,v,187,"1,612068966"
балтырган,n,187,"1,612068966"
гаурәт,n,187,"1,612068966"
муллалык,n,187,"1,612068966"
нәкыш,n,187,"1,612068966"
раббе,n,187,"1,612068966"
такыя,n,187,"1,612068966"
томау,n,187,"1,612068966"
уңышлылык,n,187,"1,612068966"
баклажан,n,186,"1,603448276"
бо,n,186,"1,603448276"
интерьер,n,186,"1,603448276"
кордаш,n,186,"1,603448276"
мил,n,186,"1,603448276"
мәрсия,n,186,"1,603448276"
сабыйлык,n,186,"1,603448276"
спора,n,186,"1,603448276"
тайпылышсыз,adj,186,"1,603448276"
телгәлә,v,186,"1,603448276"
шаһиншаһ,n,186,"1,603448276"
шәһәрлек,n,186,"1,603448276"
абсурд,n,185,"1,594827586"
джип,n,185,"1,594827586"
контраст,n,185,"1,594827586"
коңгыз,n,185,"1,594827586"
пакъ,adj,185,"1,594827586"
соль,n,185,"1,594827586"
сюита,n,185,"1,594827586"
сәрхуш,n,185,"1,594827586"
тархан,n,185,"1,594827586"
җөй,n,185,"1,594827586"
өйалды,n,185,"1,594827586"
аю баласы,n,184,"1,586206897"
бозлык,n,184,"1,586206897"
деньги,n,184,"1,586206897"
истигъфар,n,184,"1,586206897"
иңкүлек,n,184,"1,586206897"
компас,n,184,"1,586206897"
маньяк,n,184,"1,586206897"
метафорик,adj,184,"1,586206897"
осетин,n,184,"1,586206897"
сайгак,n,184,"1,586206897"
тансыкла,v,184,"1,586206897"
тренерлык,n,184,"1,586206897"
фармакология,n,184,"1,586206897"
шашкын,adj,184,"1,586206897"
ярканат,n,184,"1,586206897"
җәллад,n,184,"1,586206897"
алшарт,n,183,"1,577586207"
брак,n,183,"1,577586207"
донорлык,n,183,"1,577586207"
наркоманлык,n,183,"1,577586207"
невролог,n,183,"1,577586207"
сирена,n,183,"1,577586207"
сәмруг,n,183,"1,577586207"
фанатик,n,183,"1,577586207"
физиотерапия,n,183,"1,577586207"
ханзадә,n,183,"1,577586207"
шылт,ideo,183,"1,577586207"
җанкисәк,n,183,"1,577586207"
җыйдыр,v,183,"1,577586207"
үз күр,v,183,"1,577586207"
конвой,n,182,"1,568965517"
мораль,n,182,"1,568965517"
негр,n,182,"1,568965517"
тост,n,182,"1,568965517"
трап,n,182,"1,568965517"
трофей,n,182,"1,568965517"
тәмамлык,n,182,"1,568965517"
хали,adj,182,"1,568965517"
әйткәләш,v,182,"1,568965517"
бинт,n,181,"1,560344828"
гомуммилли,adj,181,"1,560344828"
кенәзлек,n,181,"1,560344828"
кош баласы,n,181,"1,560344828"
лимит,n,181,"1,560344828"
механик,n,181,"1,560344828"
ораторлык,n,181,"1,560344828"
таралыш,n,181,"1,560344828"
эмаль,n,181,"1,560344828"
яшелчәчелек,n,181,"1,560344828"
антибиотик,n,180,"1,551724138"
атеизм,n,180,"1,551724138"
водолаз,n,180,"1,551724138"
гуманлылык,n,180,"1,551724138"
гөлт,ideo,180,"1,551724138"
кышкылык,n,180,"1,551724138"
күчеш,n,180,"1,551724138"
повар,n,180,"1,551724138"
рама,n,180,"1,551724138"
регистрация,n,180,"1,551724138"
репортер,n,180,"1,551724138"
римлы,n,180,"1,551724138"
ринг,n,180,"1,551724138"
фидия,n,180,"1,551724138"
җайлаштыру,n,180,"1,551724138"
өскәрәк,adv,180,"1,551724138"
алания,n,179,"1,543103448"
ватандаш,adj,179,"1,543103448"
карьер,n,179,"1,543103448"
кремний,n,179,"1,543103448"
майлылык,n,179,"1,543103448"
мәүлед,n,179,"1,543103448"
патрульлек,n,179,"1,543103448"
программ,adj,179,"1,543103448"
суырткыч,n,179,"1,543103448"
уенча,cnjadv,179,"1,543103448"
җыештыручы,n,179,"1,543103448"
аранжировка,n,178,"1,534482759"
кызыктыргыч,adj,178,"1,534482759"
мысыр,n,178,"1,534482759"
солярка,n,178,"1,534482759"
фельетон,n,178,"1,534482759"
чирмеш,n,178,"1,534482759"
шөпшә,n,178,"1,534482759"
элгәре,n,178,"1,534482759"
антропология,n,177,"1,525862069"
бояр,n,177,"1,525862069"
вольтлы,adj,177,"1,525862069"
динсезлек,n,177,"1,525862069"
итекче,n,177,"1,525862069"
калеб,n,177,"1,525862069"
кардинал,n,177,"1,525862069"
кювет,n,177,"1,525862069"
лайлалы,adj,177,"1,525862069"
эрбет,n,177,"1,525862069"
эффектлы,adj,177,"1,525862069"
азаккы,adj,176,"1,517241379"
албан,n,176,"1,517241379"
егәрле,adj,176,"1,517241379"
имансызлык,n,176,"1,517241379"
ише,adj,176,"1,517241379"
кеткелдә,v,176,"1,517241379"
талибан,n,176,"1,517241379"
чан,n,176,"1,517241379"
чеметем,n,176,"1,517241379"
шәүвәл,n,176,"1,517241379"
гамлет,n,175,"1,50862069"
каллиграф,n,175,"1,50862069"
кандала,n,175,"1,50862069"
мазут,n,175,"1,50862069"
пас,n,175,"1,50862069"
речь,n,175,"1,50862069"
төпчен,v,175,"1,50862069"
улак,n,175,"1,50862069"
хакас,n,175,"1,50862069"
христианлык,n,175,"1,50862069"
чатан,adj,175,"1,50862069"
шәфкатьсез,adj,175,"1,50862069"
юшкын,n,175,"1,50862069"
арсенал,n,174,"1,5"
башкача әйткәндә,cnjadv,174,"1,5"
бичаракай,n,174,"1,5"
дерт,ideo,174,"1,5"
катюша,n,174,"1,5"
метеор,n,174,"1,5"
мыжла,v,174,"1,5"
натрий,n,174,"1,5"
нәнәй,n,174,"1,5"
төнбоек,n,174,"1,5"
хозурлык,n,174,"1,5"
ылыс,n,174,"1,5"
үзенә бертөрле,adj,174,"1,5"
өрәңге,n,174,"1,5"
гольф,n,173,"1,49137931"
гот,n,173,"1,49137931"
кечек,adj,173,"1,49137931"
киностудия,n,173,"1,49137931"
маладис,n,173,"1,49137931"
мыскал,n,173,"1,49137931"
остабикә,n,173,"1,49137931"
оятсызлык,n,173,"1,49137931"
партоешма,n,173,"1,49137931"
рекомендация,n,173,"1,49137931"
репетитор,n,173,"1,49137931"
явым,n,173,"1,49137931"
җитәк,n,173,"1,49137931"
үренте,n,173,"1,49137931"
атеросклероз,n,172,"1,482758621"
глюкоза,n,172,"1,482758621"
кальга,n,172,"1,482758621"
камзул,n,172,"1,482758621"
куласа,n,172,"1,482758621"
күтәмә,n,172,"1,482758621"
көбә,n,172,"1,482758621"
лөгать,n,172,"1,482758621"
мәхбүс,n,172,"1,482758621"
одеял,n,172,"1,482758621"
оратор,n,172,"1,482758621"
пневмония,n,172,"1,482758621"
проба,n,172,"1,482758621"
саттыр,v,172,"1,482758621"
тезем,n,172,"1,482758621"
акыллылык,n,171,"1,474137931"
аязучан,adj,171,"1,474137931"
гербицид,n,171,"1,474137931"
кулбашы,n,171,"1,474137931"
лавр,n,171,"1,474137931"
микроскоп,n,171,"1,474137931"
парторг,n,171,"1,474137931"
тамыразык,n,171,"1,474137931"
уңайла,v,171,"1,474137931"
чыгыр,n,171,"1,474137931"
шампунь,n,171,"1,474137931"
әннә,n,171,"1,474137931"
адреналин,n,170,"1,465517241"
андреевка,n,170,"1,465517241"
аппетит,n,170,"1,465517241"
ватанпәрвәр,n,170,"1,465517241"
кардиолог,n,170,"1,465517241"
мафия,n,170,"1,465517241"
мәҗүси,n,170,"1,465517241"
протон,n,170,"1,465517241"
сережа,n,170,"1,465517241"
сынаулы,adj,170,"1,465517241"
элекке,adj,170,"1,465517241"
вәхи,n,169,"1,456896552"
ленинизм,n,169,"1,456896552"
лиризм,n,169,"1,456896552"
лом,n,169,"1,456896552"
мәй,n,169,"1,456896552"
нурый,n,169,"1,456896552"
панк,n,169,"1,456896552"
ритуал,n,169,"1,456896552"
тилчә,n,169,"1,456896552"
томана,n,169,"1,456896552"
торт,n,169,"1,456896552"
труба,n,169,"1,456896552"
тубал,n,169,"1,456896552"
шымчылык,n,169,"1,456896552"
ягуар,n,169,"1,456896552"
гаруз,n,168,"1,448275862"
имче,n,168,"1,448275862"
инаугурация,n,168,"1,448275862"
кучер,n,168,"1,448275862"
күксел,adj,168,"1,448275862"
мөмкин булган кадәр,adv,168,"1,448275862"
нияз,n,168,"1,448275862"
плацкарт,n,168,"1,448275862"
сифилис,n,168,"1,448275862"
тизлән,v,168,"1,448275862"
хикәяче,n,168,"1,448275862"
чакырып чыгар,v,168,"1,448275862"
шифер,n,168,"1,448275862"
шомбай,n,168,"1,448275862"
ыргы,v,168,"1,448275862"
библия,n,167,"1,439655172"
вәкарь,n,167,"1,439655172"
грекча,adv,167,"1,439655172"
имгәк,n,167,"1,439655172"
кабәхәт,adj,167,"1,439655172"
капкын,n,167,"1,439655172"
корчаңгы,n,167,"1,439655172"
модельер,n,167,"1,439655172"
сукно,n,167,"1,439655172"
типовой,adj,167,"1,439655172"
уемча,adv,167,"1,439655172"
юморист,n,167,"1,439655172"
яучы,n,167,"1,439655172"
гирлянда,n,166,"1,431034483"
гранат,n,166,"1,431034483"
дилемма,n,166,"1,431034483"
дәм,n,166,"1,431034483"
зөбәрҗәт,n,166,"1,431034483"
изложение,n,166,"1,431034483"
инсулин,n,166,"1,431034483"
лай,n,166,"1,431034483"
маляр,n,166,"1,431034483"
мокыт,n,166,"1,431034483"
тозлык,n,166,"1,431034483"
толып,n,166,"1,431034483"
эчлек,n,166,"1,431034483"
андерс,n,165,"1,422413793"
газчы,n,165,"1,422413793"
гәүһәр,n,165,"1,422413793"
дефолт,n,165,"1,422413793"
димче,n,165,"1,422413793"
инстинкт,n,165,"1,422413793"
йөнтәс,adj,165,"1,422413793"
карикатура,n,165,"1,422413793"
крепостной,n,165,"1,422413793"
көрси,n,165,"1,422413793"
машалла,ij,165,"1,422413793"
саплык,n,165,"1,422413793"
саранлык,n,165,"1,422413793"
текстология,n,165,"1,422413793"
чукрак,n,165,"1,422413793"
артыклык,n,164,"1,413793103"
ас,n,164,"1,413793103"
буддизм,n,164,"1,413793103"
вар,n,164,"1,413793103"
гөрелдә,v,164,"1,413793103"
динамик,n,164,"1,413793103"
кактус,n,164,"1,413793103"
кальян,n,164,"1,413793103"
капкорсак,n,164,"1,413793103"
клапан,n,164,"1,413793103"
кружка,n,164,"1,413793103"
кыйгак,ideo,164,"1,413793103"
кәнизәк,n,164,"1,413793103"
снайпер,n,164,"1,413793103"
сөренте,n,164,"1,413793103"
төп кагыйдә,n,164,"1,413793103"
шабыр,n,164,"1,413793103"
ши,n,164,"1,413793103"
өйрә,n,164,"1,413793103"
бронхит,n,163,"1,405172414"
вена,n,163,"1,405172414"
димлә,v,163,"1,405172414"
дәрәҗәле,adj,163,"1,405172414"
кызулык,n,163,"1,405172414"
кытайча,adv,163,"1,405172414"
көферлек,n,163,"1,405172414"
протестант,n,163,"1,405172414"
фидаи,n,163,"1,405172414"
фильтр,n,163,"1,405172414"
хөтбә,n,163,"1,405172414"
дәвамлылык,n,162,"1,396551724"
киллер,n,162,"1,396551724"
монархия,n,162,"1,396551724"
палач,n,162,"1,396551724"
пенальти,n,162,"1,396551724"
пик,n,162,"1,396551724"
универсал,n,162,"1,396551724"
фаворит,n,162,"1,396551724"
ясмин,n,162,"1,396551724"
әрлә,v,162,"1,396551724"
дубль,n,161,"1,387931034"
какао,n,161,"1,387931034"
микроэлемент,n,161,"1,387931034"
мөслимин,n,161,"1,387931034"
стела,n,161,"1,387931034"
сүс,n,161,"1,387931034"
юлсызлык,n,161,"1,387931034"
ассимиляция,n,160,"1,379310345"
бабайлык,n,160,"1,379310345"
башкортча,n,160,"1,379310345"
биосфера,n,160,"1,379310345"
гарнизон,adj,160,"1,379310345"
диктатор,n,160,"1,379310345"
иудаизм,n,160,"1,379310345"
куышлык,n,160,"1,379310345"
кыйраәт,n,160,"1,379310345"
метан,n,160,"1,379310345"
озон,n,160,"1,379310345"
термик,adj,160,"1,379310345"
тимурчы,n,160,"1,379310345"
фольга,n,160,"1,379310345"
галәми,adj,159,"1,370689655"
калым,n,159,"1,370689655"
кигәвен,n,159,"1,370689655"
кызгылт-сары,adj,159,"1,370689655"
радиоэлектроника,n,159,"1,370689655"
рәхимсезлек,n,159,"1,370689655"
семестр,n,159,"1,370689655"
спин,n,159,"1,370689655"
чаган,n,159,"1,370689655"
эпилепсия,n,159,"1,370689655"
һәлакәтле,adj,159,"1,370689655"
аккордеон,n,158,"1,362068966"
буразна,n,158,"1,362068966"
динозавр,n,158,"1,362068966"
крахмал,n,158,"1,362068966"
папирос,n,158,"1,362068966"
прототип,n,158,"1,362068966"
психотерапевт,n,158,"1,362068966"
тупаслык,n,158,"1,362068966"
тәвәкәллә,v,158,"1,362068966"
физкультурачы,n,158,"1,362068966"
чыпта,n,158,"1,362068966"
ыруг,n,158,"1,362068966"
өндәмә,n,158,"1,362068966"
блокнот,n,157,"1,353448276"
калач,n,157,"1,353448276"
куркаклык,n,157,"1,353448276"
кәррә,n,157,"1,353448276"
мур,n,157,"1,353448276"
насара,n,157,"1,353448276"
пионервожатый,n,157,"1,353448276"
шприц,n,157,"1,353448276"
җилән,n,157,"1,353448276"
өшет,v,157,"1,353448276"
агрокомплекс,n,156,"1,344827586"
им,v,156,"1,344827586"
кинолог,n,156,"1,344827586"
кискенлек,n,156,"1,344827586"
миссионерлык,n,156,"1,344827586"
монитор,n,156,"1,344827586"
периодик,adj,156,"1,344827586"
полистирол,n,156,"1,344827586"
рейхстаг,n,156,"1,344827586"
россия,n,156,"1,344827586"
ситсы,n,156,"1,344827586"
цунами,n,156,"1,344827586"
чаптар,n,156,"1,344827586"
әйдүк,ij,156,"1,344827586"
имана,n,155,"1,336206897"
карло,n,155,"1,336206897"
келәү,n,155,"1,336206897"
конфликтлы,adj,155,"1,336206897"
менгер,v,155,"1,336206897"
образлылык,n,155,"1,336206897"
орын,v,155,"1,336206897"
ришвәтче,n,155,"1,336206897"
спецназ,n,155,"1,336206897"
шәрех,n,155,"1,336206897"
ассимиляциялә,v,154,"1,327586207"
бизмән,n,154,"1,327586207"
буена,post,154,"1,327586207"
бәти,n,154,"1,327586207"
горчица,n,154,"1,327586207"
конвенция,n,154,"1,327586207"
конфедерация,n,154,"1,327586207"
малкай,n,154,"1,327586207"
мөкәррәмә,n,154,"1,327586207"
нагрузка,n,154,"1,327586207"
орлыклык,n,154,"1,327586207"
психологизм,n,154,"1,327586207"
реалист,n,154,"1,327586207"
салаватов,n,154,"1,327586207"
сапер,n,154,"1,327586207"
сафьян,adj,154,"1,327586207"
сипкелле,adj,154,"1,327586207"
стәрле,n,154,"1,327586207"
субай,n,154,"1,327586207"
товарищ,n,154,"1,327586207"
юмореска,n,154,"1,327586207"
аллы,adj,153,"1,318965517"
атландырып,adj,153,"1,318965517"
дамелла,n,153,"1,318965517"
йөткер,v,153,"1,318965517"
каралты,n,153,"1,318965517"
каһәрлән,v,153,"1,318965517"
кыршы,v,153,"1,318965517"
кәфенлек,n,153,"1,318965517"
мопед,n,153,"1,318965517"
стабиль,adj,153,"1,318965517"
угълан,n,153,"1,318965517"
хромосома,n,153,"1,318965517"
амбициоз,adj,152,"1,310344828"
бокал,n,152,"1,310344828"
брезент,n,152,"1,310344828"
гастрит,n,152,"1,310344828"
геофизика,n,152,"1,310344828"
задание,n,152,"1,310344828"
индексацияләү,n,152,"1,310344828"
интернационализм,n,152,"1,310344828"
казино,n,152,"1,310344828"
кам,n,152,"1,310344828"
малчылык,n,152,"1,310344828"
миһербансыз,adj,152,"1,310344828"
мөлаем йөзле,adj,152,"1,310344828"
чулпы,n,152,"1,310344828"
ялтыр,adj,152,"1,310344828"
архиепископ,n,151,"1,301724138"
геодезия,n,151,"1,301724138"
застава,n,151,"1,301724138"
картон,n,151,"1,301724138"
мәрхәмәтлек,n,151,"1,301724138"
мәсҗед,n,151,"1,301724138"
пушка,n,151,"1,301724138"
сунарчы,n,151,"1,301724138"
фраза,n,151,"1,301724138"
франк,n,151,"1,301724138"
чирекфинал,n,151,"1,301724138"
чәүкә,n,151,"1,301724138"
агиш,n,150,"1,293103448"
белек,n,150,"1,293103448"
глобус,n,150,"1,293103448"
исереклек,n,150,"1,293103448"
катыш,adj,150,"1,293103448"
конденсатор,n,150,"1,293103448"
культиватор,n,150,"1,293103448"
ом,n,150,"1,293103448"
остазбикә,n,150,"1,293103448"
петроград,n,150,"1,293103448"
теллелек,n,150,"1,293103448"
шапылда,v,150,"1,293103448"
консерв,adj,149,"1,284482759"
континент,n,149,"1,284482759"
кылык,n,149,"1,284482759"
люкс,n,149,"1,284482759"
махмыр,n,149,"1,284482759"
олтан,n,149,"1,284482759"
рельс,n,149,"1,284482759"
сантехник,n,149,"1,284482759"
фотоальбом,n,149,"1,284482759"
чәчкап,n,149,"1,284482759"
шобага,n,149,"1,284482759"
асла,adv,148,"1,275862069"
бәбәй,n,148,"1,275862069"
вульгар,adj,148,"1,275862069"
ихтыярсыз,n,148,"1,275862069"
консерва,n,148,"1,275862069"
конспект,n,148,"1,275862069"
конферансье,n,148,"1,275862069"
көрчек,n,148,"1,275862069"
перчатка,n,148,"1,275862069"
силикат,n,148,"1,275862069"
ташлык,n,148,"1,275862069"
травматик,adj,148,"1,275862069"
филологик,adj,148,"1,275862069"
форматлы,adj,148,"1,275862069"
эңгер,n,148,"1,275862069"
әйләндергеч,n,148,"1,275862069"
аферист,n,147,"1,267241379"
бункер,n,147,"1,267241379"
гемофилия,n,147,"1,267241379"
капсула,n,147,"1,267241379"
катастрофа,n,147,"1,267241379"
паек,n,147,"1,267241379"
судак,n,147,"1,267241379"
титуллы,adj,147,"1,267241379"
туфан,n,147,"1,267241379"
чорма,n,147,"1,267241379"
чылтыр,ideo,147,"1,267241379"
эротик,adj,147,"1,267241379"
ялыктыргыч,adj,147,"1,267241379"
әкәм-төкәм,n,147,"1,267241379"
бирүчәнлек,n,146,"1,25862069"
бөрлегән,n,146,"1,25862069"
гений,n,146,"1,25862069"
метеорологик,adj,146,"1,25862069"
метрика,n,146,"1,25862069"
пайчы,n,146,"1,25862069"
түп,ideo,146,"1,25862069"
чурт,n,146,"1,25862069"
штурвал,n,146,"1,25862069"
әгъзалык,n,146,"1,25862069"
әйләнә-тирәлек,n,146,"1,25862069"
әһәмиятсез,adj,146,"1,25862069"
аквапарк,n,145,"1,25"
нәфрәтле,adj,145,"1,25"
оклад,n,145,"1,25"
притон,n,145,"1,25"
программалаштыр,v,145,"1,25"
сакау,adj,145,"1,25"
сканер,n,145,"1,25"
таган,n,145,"1,25"
терминологик,adj,145,"1,25"
узгынчы,adj,145,"1,25"
әйрән,n,145,"1,25"
әрәмә,n,145,"1,25"
беседка,n,144,"1,24137931"
будильник,n,144,"1,24137931"
камыл,n,144,"1,24137931"
нәләт,n,144,"1,24137931"
огонек,n,144,"1,24137931"
практикум,n,144,"1,24137931"
сантехника,n,144,"1,24137931"
травматизм,n,144,"1,24137931"
тынгысызлык,n,144,"1,24137931"
феодализм,n,144,"1,24137931"
чемпионлык,n,144,"1,24137931"
юләрлән,v,144,"1,24137931"
яхта,n,144,"1,24137931"
һиммәт,n,144,"1,24137931"
әтәчлән,v,144,"1,24137931"
аңлатуларынча,adv,143,"1,232758621"
ион,n,143,"1,232758621"
унъеллык,n,143,"1,232758621"
хәлвә,n,143,"1,232758621"
чупай,n,143,"1,232758621"
электромонтер,n,143,"1,232758621"
үзбушаткыч,n,143,"1,232758621"
акылсызлык,n,142,"1,224137931"
баек,n,142,"1,224137931"
бигайбә,ij,142,"1,224137931"
брасс,n,142,"1,224137931"
бәс,v,142,"1,224137931"
бөдрәлә,v,142,"1,224137931"
гайбәт тарат,v,142,"1,224137931"
дежурный,n,142,"1,224137931"
затлылык,n,142,"1,224137931"
каторга,n,142,"1,224137931"
монафикъ,n,142,"1,224137931"
селитра,n,142,"1,224137931"
склероз,n,142,"1,224137931"
туалет,n,142,"1,224137931"
ыргак,n,142,"1,224137931"
багыш,v,141,"1,215517241"
бая,adj,141,"1,215517241"
гуманист,n,141,"1,215517241"
гусар,n,141,"1,215517241"
гөлсирин,n,141,"1,215517241"
кибәк,n,141,"1,215517241"
комфорт,n,141,"1,215517241"
кыршау,n,141,"1,215517241"
кәгъбәтулла,n,141,"1,215517241"
линолеум,n,141,"1,215517241"
миссис,n,141,"1,215517241"
пицца,n,141,"1,215517241"
төрләнеш,n,141,"1,215517241"
шарлавык,n,141,"1,215517241"
шартлылык,n,141,"1,215517241"
шторм,n,141,"1,215517241"
эгоист,n,141,"1,215517241"
юләрлек,n,141,"1,215517241"
әрлән,n,141,"1,215517241"
акчасызлык,n,140,"1,206896552"
бакылда,v,140,"1,206896552"
бормалан,v,140,"1,206896552"
булка,n,140,"1,206896552"
вымпел,n,140,"1,206896552"
гаеп так,v,140,"1,206896552"
дебат,n,140,"1,206896552"
кассация,n,140,"1,206896552"
кершән,n,140,"1,206896552"
кәрвансарай,n,140,"1,206896552"
радист,n,140,"1,206896552"
трибунал,n,140,"1,206896552"
трикотаж,n,140,"1,206896552"
уйсулык,n,140,"1,206896552"
урай,n,140,"1,206896552"
акушерка,n,139,"1,198275862"
бәп,n,139,"1,198275862"
гормональ,adj,139,"1,198275862"
кавыштыр,v,139,"1,198275862"
магазин,n,139,"1,198275862"
марсел,n,139,"1,198275862"
ремонтчы,n,139,"1,198275862"
сабынла,v,139,"1,198275862"
сантиметрлы,adj,139,"1,198275862"
сихәтле,adj,139,"1,198275862"
транспортчы,n,139,"1,198275862"
эндокрин,adj,139,"1,198275862"
әйдәле,ij,139,"1,198275862"
аерымлык,n,138,"1,189655172"
бронь,n,138,"1,189655172"
гарьлек,n,138,"1,189655172"
гибрид,n,138,"1,189655172"
дифференциаль,adj,138,"1,189655172"
дәһри,n,138,"1,189655172"
зан,n,138,"1,189655172"
инженерия,n,138,"1,189655172"
компресс,n,138,"1,189655172"
күгәрек,n,138,"1,189655172"
көпшәк,adj,138,"1,189655172"
пароль,n,138,"1,189655172"
проводник,n,138,"1,189655172"
реванш,n,138,"1,189655172"
риба,n,138,"1,189655172"
санузел,n,138,"1,189655172"
село,n,138,"1,189655172"
тайга,n,138,"1,189655172"
танкист,n,138,"1,189655172"
транскрипция,n,138,"1,189655172"
эволюцион,adj,138,"1,189655172"
өчтомлык,n,138,"1,189655172"
авиалиния,n,137,"1,181034483"
аспирин,n,137,"1,181034483"
баритон,n,137,"1,181034483"
гөргери,n,137,"1,181034483"
заһир,adj,137,"1,181034483"
кабарынкы,adj,137,"1,181034483"
куз,n,137,"1,181034483"
кучкыл,adj,137,"1,181034483"
кысынкы,adj,137,"1,181034483"
кәвеш,n,137,"1,181034483"
